Experiment,Model,Threshold,Recall,Precision,F1_Score
KNN_Pre_Screen_condy_NoSMOTE,XGBoost,0.3,0.18181818181818182,0.1111111111111111,0.13793103448275862
MEDIAN_Pre_Screen_standard_NoSMOTE,Random Forest,0.5,0.09090909090909091,0.5,0.15384615384615385
KNN_Pre_Screen_standard_NoSMOTE,Support Vector Machine,0.3,0.09090909090909091,0.16666666666666666,0.11764705882352942
KNN_Pre_Screen_standard_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
KNN_Pre_Screen_STDs_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
KNN_Pre_Screen_STDs_NoSMOTE,Support Vector Machine,0.3,0.0,0.0,0.0
KNN_Pre_Screen_condy_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
KNN_Pre_Screen_condy_NoSMOTE,Support Vector Machine,0.3,0.0,0.0,0.0
MEDIAN_Pre_Screen_standard_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
MEDIAN_Pre_Screen_standard_NoSMOTE,Support Vector Machine,0.3,0.0,0.0,0.0
MEDIAN_Pre_Screen_STDs_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
MEDIAN_Pre_Screen_STDs_NoSMOTE,Support Vector Machine,0.3,0.0,0.0,0.0
MEDIAN_Pre_Screen_condy_NoSMOTE,Support Vector Machine,0.5,0.0,0.0,0.0
MEDIAN_Pre_Screen_condy_NoSMOTE,Support Vector Machine,0.3,0.0,0.0,0.0
